state_o,state_d,pop_flows
35,27,1736.4
35,28,1417.4
35,29,2805.6
35,30,957.6
35,31,2122.6
35,32,24973.6
35,33,91.2
35,34,454.0
35,36,1931.0
35,37,2025.0
35,38,409.6
35,39,2210.4
35,40,7833.2
35,41,1508.8
35,42,1007.2
35,44,53.4
35,45,1070.4
35,46,620.0
35,47,2348.2
35,48,143493.8
35,49,4522.0
35,50,21.0
35,51,1673.4
35,53,2068.4
35,54,219.6
35,55,1189.8
35,56,788.6
35,72,252.0
36,01,6364.6
36,02,577.2
36,04,15218.0
36,05,3880.2
36,06,63347.6
36,08,13650.0
36,09,133654.4
36,10,7969.4
36,11,17156.6
36,12,238902.2
36,13,33056.4
36,15,5407.4
36,16,4291.6
36,17,24285.6
36,18,10918.8
36,19,9561.2
36,20,8295.8
36,21,7351.8
36,22,9031.0
36,23,14615.2
36,24,26697.8
36,25,67102.8
36,26,12176.4
36,27,4949.0
36,28,3233.0
36,29,7023.0
36,30,1570.6
36,31,1921.2
36,32,12656.0
36,33,7031.6
36,34,484543.4
36,35,3118.8
36,37,34434.4
36,38,813.6
36,39,30662.0
36,40,10041.8
36,41,6931.4
36,42,149951.4
36,44,6036.8
36,45,24450.0
36,46,830.6
36,47,14712.6
36,48,38708.4
36,49,8221.4
36,50,22722.6
36,51,34003.8
36,53,5814.2
36,54,3808.2
36,55,5871.0
36,56,1947.2
36,72,13509.0
37,01,20833.8
37,02,410.8
37,04,11365.8
37,05,4140.2
37,06,32897.2
37,08,9612.4
37,09,3990.0
37,10,2175.6
37,11,7253.6
37,12,110234.6
37,13,89249.8
37,15,2731.2
37,16,1344.8
37,17,13519.8
37,18,8941.2
37,19,5902.0
37,20,6107.2
37,21,12899.6
37,22,9516.4
37,23,1366.6
37,24,18132.0
37,25,7496.0
37,26,7896.8
37,27,4046.2
37,28,5997.8
37,29,7915.0
37,30,1500.6
37,31,2130.4
37,32,7318.8
37,33,1813.2
37,34,14940.0
37,35,2761.0
37,36,28633.4
37,38,433.0
37,39,18090.6
37,40,4577.8
37,41,2889.4
37,42,21948.0
37,44,956.0
37,45,286389.8
37,46,683.2
37,47,67681.2
37,48,35137.0
37,49,5164.6
37,50,598.0
37,51,162127.4
37,53,5375.8
37,54,9665.0
37,55,7528.8
37,56,1165.8
37,72,3887.6
38,01,357.8
38,02,84.6
38,04,7715.6
38,05,811.6
38,06,2743.2
38,08,2648.6
38,09,91.0
38,10,32.0
38,11,144.2
38,12,6789.0
38,13,921.8
38,15,694.2
38,16,1431.0
38,17,3476.2
38,18,934.8
38,19,5332.2
38,20,1311.6
38,21,462.8
38,22,1104.4
38,23,22.5
38,24,289.0
38,25,295.2
38,26,833.2
38,27,55417.6
38,28,1371.4
38,29,1396.0
38,30,4926.0
38,31,7014.8
38,32,3087.8
38,33,16.25
38,34,191.6
38,35,685.2
38,36,1206.4
38,37,356.0
38,39,773.2
38,40,1672.6
38,41,475.2
38,42,614.0
38,44,146.0
38,45,315.2
38,46,12179.8
38,47,726.2
38,48,5232.4
38,49,1373.8
38,50,17.666666666666668
38,51,560.8
38,53,871.0
38,54,86.6
38,55,1951.2
38,56,1609.4
38,72,76.4
39,01,7999.2
39,02,633.4
39,04,17038.2
39,05,3810.8
39,06,26447.2
39,08,10498.8
39,09,2887.4
39,10,1403.0
39,11,3307.6
39,12,154642.0
39,13,26492.2
39,15,4611.0
39,16,924.4
39,17,40913.6
39,18,103504.2
39,19,9470.6
39,20,5873.4
39,21,153306.2
39,22,7680.4
39,23,979.8
39,24,8852.8
39,25,6468.8
39,26,95450.6
39,27,6279.4
39,28,4043.4
39,29,11604.2
39,30,1147.8
39,31,2423.0
39,32,12665.0
39,33,1240.0
39,34,10853.8
39,35,3235.6
39,36,31897.6
39,37,22357.4
39,38,793.0
39,40,5718.6
39,41,2120.0
39,42,146838.6
39,44,684.8
39,45,18346.4
39,46,742.8
39,47,29945.8
39,48,34795.2
39,49,4346.2
39,50,739.6
39,51,17173.0
39,53,3622.2
39,54,108318.4
39,55,8178.6
39,56,1150.8
39,72,2083.8
40,01,3446.2
40,02,243.2
40,04,7946.0
40,05,76678.0
40,06,13201.2
40,08,9414.4
40,09,549.8
40,10,134.8
40,11,408.2
40,12,12098.6
40,13,5842.2
40,15,1654.4
40,16,1773.0
40,17,6380.8
40,18,3081.4
40,19,3543.6
40,20,35585.0
40,21,1603.0
40,22,8161.8
40,23,305.2
40,24,1016.8
40,25,869.2
40,26,2029.2
40,27,2586.6
40,28,4125.6
40,29,33473.0
40,30,624.0
40,31,2576.0
40,32,4203.4
40,33,351.6
40,34,864.6
40,35,8408.0
40,36,3099.2
40,37,2969.6
40,38,1405.4
40,39,3651.4
40,41,1744.6
40,42,2542.6
40,44,47.2
40,45,1289.2
40,46,683.6
40,47,5241.6
40,48,164741.2
40,49,2214.2
40,50,364.0
40,51,2958.0
40,53,1996.4
40,54,508.2
40,55,1705.8
40,56,1363.4
40,72,433.6
41,01,2236.8
41,02,2587.2
41,04,17134.6
41,05,1448.6
41,06,79504.8
41,08,5811.4
41,09,486.2
41,10,145.0
41,11,1370.8
41,12,11140.2
41,13,2424.6
41,15,15683.6
41,16,23056.4
41,17,3892.8
41,18,1424.0
41,19,3282.8
41,20,2073.8
41,21,1019.4
41,22,1990.0
41,23,329.6
41,24,811.6
41,25,1232.4
41,26,2363.8
41,27,2153.4
41,28,1056.4
41,29,4227.0
41,30,2694.0
41,31,1262.4
41,32,16949.2
41,33,293.2
41,34,1045.2
41,35,2383.0
41,36,3653.2
41,37,4929.6
41,38,797.6
41,39,1621.2
41,40,1555.2
41,42,1797.6
41,44,53.4
41,45,1141.0
41,46,1175.8
41,47,2097.4
41,48,13508.6
41,49,7487.8
41,50,67.4
41,51,2459.0
41,53,180251.2
41,54,77.2
41,55,5183.8
41,56,2241.8
41,72,200.0
42,01,6306.4
42,02,464.4
42,04,12068.6
42,05,4750.2
42,06,37276.4
42,08,10559.8
42,09,13131.2
42,10,99454.8
42,11,12498.6
42,12,179831.6
42,13,21968.0
42,15,4294.0
42,16,971.2
42,17,19508.0
42,18,14627.6
42,19,7078.0
42,20,6149.2
42,21,10020.6
42,22,7140.2
42,23,2555.2
42,24,171824.0
42,25,19619.8
42,26,26122.8
42,27,4674.4
42,28,3234.4
42,29,7213.4
42,30,831.6
42,31,2326.2
42,32,9880.2
42,33,2776.6
42,34,338094.8
42,35,2825.4
42,36,212829.2
42,37,29968.8
42,38,492.0
42,39,157612.0
42,40,5325.4
42,41,2361.4
42,44,2184.4
42,45,25268.6
42,46,729.0
42,47,17737.4
42,48,33557.0
42,49,5205.2
42,50,4560.0
42,51,51023.0
42,53,4558.2
42,54,49126.2
42,55,4530.6
42,56,1174.2
42,72,9846.6
44,01,255.6
44,02,83.6
44,04,684.4
44,05,144.2
44,06,2834.8
44,08,614.4
44,09,39789.4
44,10,331.8
44,11,1110.6
44,12,14709.0
44,13,1387.6
44,15,271.8
44,16,34.4
44,17,1180.6
44,18,492.0
44,19,436.4
44,20,351.2
44,21,155.4
44,22,708.2
44,23,1717.0
44,24,1422.0
44,25,164632.6
44,26,366.8
44,27,208.8
44,28,79.8
44,29,276.6
44,30,16.0
44,31,239.6
44,32,803.2
44,33,4956.2
44,34,4673.2
44,35,132.2
44,36,12668.4
44,37,1665.4
44,38,55.2
44,39,853.8
44,40,56.75
44,41,274.8
44,42,2918.6
44,45,1174.6
44,46,41.4
44,47,736.0
44,48,1658.6
44,49,454.8
44,50,1291.8
44,51,2339.0
44,53,514.4
44,54,104.4
44,55,373.2
44,56,52.6
44,72,1258.6
45,01,10941.6
45,02,183.0
45,04,3878.6
45,05,2357.4
45,06,9692.2
45,08,4039.8
45,09,1853.8
45,10,935.2
45,11,2378.4
45,12,52645.0
45,13,142219.6
45,15,1279.4
45,16,833.8
45,17,5428.6
45,18,4496.0
45,19,2218.2
45,20,2815.0
45,21,6753.2
45,22,5484.2
45,23,551.4
45,24,5766.0
45,25,2778.6
45,26,4885.4
45,27,1407.0
45,28,4296.0
45,29,3619.0
45,30,520.4
45,31,677.0
45,32,2886.4
45,33,508.0
45,34,5721.2
45,35,1062.0
45,36,14316.8
45,37,313489.4
45,38,243.8
45,39,9283.0
45,40,1698.8
45,41,937.2
45,42,10870.2
45,44,486.4
45,46,257.0
45,47,22069.8
45,48,17736.6
45,49,1830.6
45,50,250.0
45,51,22547.4
45,53,1963.6
45,54,3060.6
45,55,2138.4
45,56,411.0
45,72,987.2
46,01,357.0
46,02,182.0
46,04,6293.6
46,05,736.2
46,06,2431.4
46,08,4313.8
46,09,39.2
46,10,14.0
46,11,108.2
46,12,5604.4
46,13,627.6
46,15,595.6
46,16,303.8
46,17,5171.6
46,18,802.6
46,19,20001.0
46,20,2118.8
46,21,353.4
46,22,966.8
46,23,27.666666666666668
46,24,176.8
46,25,163.2
46,26,390.2
46,27,38866.2
46,28,382.6
46,29,1915.6
46,30,1053.6
46,31,11359.4
46,32,1681.8
46,33,27.75
46,34,79.4
46,35,557.0
46,36,532.0
46,37,663.0
46,38,14488.6
46,39,530.8
46,40,1416.2
46,41,420.0
46,42,660.2
46,44,12.0
46,45,288.8
46,47,900.2
46,48,4796.4
46,49,709.0
46,50,13.0
46,51,505.4
46,53,564.2
46,54,408.6
46,55,1992.6
46,56,3481.0
46,72,175.2
47,01,72324.6
47,02,420.8
47,04,7799.2
47,05,39385.0
47,06,21171.2
47,08,7244.0
47,09,1287.0
47,10,633.0
47,11,2503.8
47,12,67638.8
47,13,105007.6
47,15,1972.0
47,16,779.6
47,17,20766.8
47,18,16726.6
47,19,3943.0
47,20,5678.8
47,21,96358.8
47,22,13443.6
47,23,766.0
47,24,6133.4
47,25,2764.2
47,26,8601.4
47,27,3204.0
47,28,101099.8
47,29,14698.0
47,30,1049.4
47,31,1637.0
47,32,5709.4
47,33,531.2
47,34,4355.0
47,35,2514.2
47,36,11573.4
47,37,54483.2
47,38,510.4
47,39,16925.0
47,40,6160.2
47,41,1769.6
47,42,9353.6
47,44,422.4
47,45,20439.6
47,46,582.4
47,48,37834.2
47,49,2756.6
47,50,235.2
47,51,53111.8
47,53,2421.8
47,54,3352.8
47,55,3635.6
47,56,903.8
47,72,962.4
48,01,28123.0
48,02,1946.0
48,04,53021.0
48,05,71576.8
48,06,118525.8
48,08,60103.2
48,09,3851.6
48,10,1139.4
48,11,6760.4
48,12,117281.8
48,13,43539.4
48,15,10965.4
48,16,7449.6
48,17,46282.0
48,18,19281.4
48,19,18042.2
48,20,33235.0
48,21,14554.6
48,22,181361.0
48,23,1331.0
48,24,10460.0
48,25,8816.6
48,26,16748.0
48,27,14125.2
48,28,33991.0
48,29,38761.0
48,30,3758.4
48,31,9693.4
48,32,41230.0
48,33,1272.0
48,34,12957.6
48,35,105849.6
48,36,39391.0
48,37,24325.0
48,38,4072.4
48,39,23943.0
48,40,145356.4
48,41,10732.4
48,42,21037.0
48,44,865.0
48,45,13762.0
48,46,3231.4
48,47,36124.0
48,49,24814.0
48,50,501.8
48,51,25470.2
48,53,17486.8
48,54,4119.4
48,55,10151.0
48,56,6124.6
48,72,6850.0
49,01,1526.0
49,02,699.2
49,04,28357.0
49,05,1126.0
49,06,64968.8
49,08,16953.2
49,09,505.6
49,10,206.2
49,11,660.0
49,12,14019.8
49,13,4492.8
49,15,10662.0
49,16,32355.4
49,17,4081.8
49,18,1884.4
49,19,5773.0
49,20,2435.2
49,21,955.4
49,22,1813.6
49,23,194.2
49,24,1303.8
49,25,1196.6
49,26,1381.8
49,27,2268.0
49,28,777.2
49,29,3563.8
49,30,8638.8
49,31,2996.4
49,32,44565.0
49,33,221.0
49,34,1224.2
49,35,4620.2
49,36,5538.2
49,37,2671.2
49,38,1055.6
49,39,2830.0
49,40,2093.2
49,41,6315.2
49,42,2558.6
49,44,193.6
49,45,1264.8
49,46,421.0
49,47,2274.8
49,48,16508.0
49,50,273.8
49,51,6370.2
49,53,10426.8
49,54,278.6
49,55,1342.4
49,56,20646.2
49,72,634.6
50,01,333.2
50,02,52.5
50,04,902.8
50,05,248.6
50,06,2029.4
50,08,892.6
50,09,12414.6
50,10,97.0
50,11,276.8
50,12,15080.2
50,13,1006.6
50,15,301.2
50,16,119.4
50,17,644.8
50,18,244.4
50,19,358.6
50,20,469.0
50,21,334.6
50,22,358.0
50,23,2583.2
50,24,725.2
50,25,20876.2
50,26,603.8
50,27,299.6
50,28,372.4
50,29,306.4
50,30,43.4
50,31,215.8
50,32,248.2
50,33,51608.6
50,34,2723.8
50,35,164.6
50,36,21759.2
50,37,1346.8
50,38,18.0
50,39,941.0
50,40,1209.4
50,41,196.8
50,42,2316.2
50,44,1245.8
50,45,1559.6
50,46,19.0
50,47,656.4
50,48,1126.0
50,49,637.8
50,51,1726.0
50,53,239.8
50,54,334.6
50,55,359.2
50,56,136.0
50,72,446.8
51,01,12287.2
51,02,828.4
51,04,9603.4
51,05,3034.0
51,06,30745.4
51,08,10856.2
51,09,5822.2
51,10,9902.2
51,11,215206.4
51,12,87425.0
51,13,36828.6
51,15,4521.4
51,16,1069.4
51,17,11676.8
51,18,6917.4
51,19,3527.0
51,20,5757.0
51,21,13121.2
51,22,8101.6
51,23,1955.0
51,24,199981.2
51,25,9581.0
51,26,6611.8
51,27,2829.8
51,28,4067.4
51,29,6230.0
51,30,1113.2
51,31,1397.6
51,32,7103.4
51,33,1625.2
51,34,32593.2
51,35,2333.2
51,36,33344.8
51,37,144996.8
51,38,458.8
51,39,16936.2
51,40,7125.6
51,41,2247.0
51,42,41363.0
51,44,1708.2
51,45,32287.6
51,46,404.4
51,47,77514.4
51,48,30762.0
51,49,4817.4
51,50,978.4
51,53,3927.0
51,54,46086.2
51,55,4689.0
51,56,1180.8
51,72,3788.2
53,01,2424.0
53,02,8682.8
53,04,36808.6
53,05,2628.0
53,06,98900.4
53,08,11644.4
53,09,889.2
53,10,402.0
53,11,1758.0
53,12,21663.0
53,13,5411.2
53,15,24455.0
53,16,70231.8
53,17,7902.6
53,18,3006.0
53,19,3473.6
53,20,4151.6
53,21,1357.2
53,22,3514.0
53,23,317.6
53,24,2604.2
53,25,3027.4
53,26,3424.6
53,27,4983.0
53,28,1455.6
53,29,4979.6
53,30,10239.8
53,31,1532.4
53,32,21931.8
53,33,294.6
53,34,2420.0
53,35,3689.8
53,36,8347.8
53,37,8761.8
53,38,1242.8
53,39,4309.2
53,40,3967.4
53,41,249222.6
53,42,6598.0
53,44,388.8
53,45,2859.6
53,46,1823.0
53,47,4590.8
53,48,25965.4
53,49,10639.6
53,50,144.8
53,51,5055.2
53,54,563.2
53,55,4619.4
53,56,2573.0
53,72,691.8
54,01,1424.8
54,02,64.8
54,04,1084.4
54,05,973.8
54,06,1537.8
54,08,735.8
54,09,580.4
54,10,655.6
54,11,3573.6
54,12,14478.4
54,13,3461.0
54,15,358.4
54,16,136.6
54,17,2273.2
54,18,2986.2
54,19,817.0
54,20,1059.4
54,21,27018.4
54,22,1347.0
54,23,108.8
54,24,59191.4
54,25,745.8
54,26,1788.4
54,27,390.8
54,28,800.6
54,29,1040.6
54,30,232.2
54,31,341.4
54,32,951.0
54,33,223.4
54,34,1609.6
54,35,344.6
54,36,6162.6
54,37,10902.4
54,38,217.2
54,39,78989.4
54,40,751.0
54,41,233.2
54,42,50471.0
54,44,83.6
54,45,5688.6
54,46,107.4
54,47,6476.2
54,48,4626.2
54,49,477.2
54,50,181.6
54,51,81280.6
54,53,713.2
54,55,2177.2
54,56,186.6
54,72,194.2
55,01,4757.6
55,02,331.8
55,04,24875.4
55,05,2341.8
55,06,16929.6
55,08,8682.4
55,09,772.8
55,10,169.0
55,11,1635.6
55,12,74530.0
55,13,9070.2
55,15,4927.8
55,16,1184.8
55,17,197509.0
55,18,20692.4
55,19,29525.4
55,20,5221.8
55,21,5724.8
55,22,3316.2
55,23,957.6
55,24,2020.2
55,25,2898.4
55,26,31709.6
55,27,148996.0
55,28,2100.6
55,29,9528.2
55,30,1476.0
55,31,3425.2
55,32,10154.2
55,33,896.4
55,34,1904.2
55,35,2313.0
55,36,7350.2
55,37,6259.0
55,38,2463.0
55,39,9585.4
55,40,3441.4
55,41,3512.8
55,42,4478.6
55,44,186.0
55,45,3093.0
55,46,1917.8
55,47,8693.2
55,48,20912.2
55,49,3257.6
55,50,320.2
55,51,4123.4
55,53,3523.6
55,54,1245.8
55,56,1308.6
55,72,1837.6
56,01,228.6
56,02,151.2
56,04,3688.8
56,05,533.6
56,06,4738.8
56,08,29671.8
56,09,151.4
56,10,58.4
56,11,104.4
56,12,2698.2
56,13,635.0
56,15,342.6
56,16,5994.6
56,17,2069.6
56,18,1213.4
56,19,962.8
56,20,1612.2
56,21,328.2
56,22,670.6
56,23,158.4
56,24,265.0
56,25,86.4
56,26,475.0
56,27,941.0
56,28,269.4
56,29,1391.2
56,30,10696.6
56,31,4456.6
56,32,3192.4
56,33,51.75
56,34,223.2
56,35,1518.6
56,36,494.8
56,37,442.4
56,38,1856.8
56,39,843.8
56,40,1405.0
56,41,3345.4
56,42,809.4
56,44,29.0
56,45,325.0
56,46,3430.8
56,47,529.4
56,48,7634.4
56,49,14752.0
56,50,42.6
56,51,545.2
56,53,3034.0
56,54,444.4
56,55,521.0
56,72,37.0
72,01,1994.6
72,02,67.4
72,04,646.2
72,05,215.4
72,06,2173.8
72,08,1190.6
72,09,1661.4
72,10,159.0
72,11,334.8
72,12,52949.8
72,13,3584.8
72,15,123.4
72,16,62.75
72,17,2071.6
72,18,695.8
72,19,379.2
72,20,214.8
72,21,827.2
72,22,752.2
72,23,120.6
72,24,1075.0
72,25,1815.4
72,26,304.2
72,27,557.4
72,28,315.8
72,29,179.8
72,30,41.5
72,31,192.8
72,32,851.8
72,33,418.8
72,34,3295.0
72,35,321.6
72,36,8812.8
72,37,2626.6
72,38,57.8
72,39,1411.4
72,40,266.0
72,41,100.0
72,42,3874.2
72,44,388.6
72,45,664.2
72,46,26.0
72,47,686.0
72,48,7471.0
72,49,335.2
72,50,107.8
72,51,2042.8
72,53,858.2
72,54,63.8
72,55,771.0
72,56,32.8
